DrLLPSID UniProtID Genename EnsemblGeneID Species Condensate LLPSType References 
LLPS-Hos-2120 P31327 CPS1 ENSG00000021826.15 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2121 Q99878 HIST1H2AJ ENSG00000276368.1 Homo_sapiens Nucleolus Client 1.2429849269803E+23 
LLPS-Hos-2122 Q86WX3 RPS19BP1 ENSG00000187051.8 Homo_sapiens Nucleolus Client 2.00264761563541E+31 
LLPS-Hos-2124 Q92997 DVL3 ENSG00000161202.18 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2126 P11142 HSPA8 ENSG00000109971.13 Homo_sapiens Nucleolus,Centrosome/Spindlepolebody,Stress-granule,Postsynapticdensity Client 1.2429849269803E+53 
LLPS-Hos-2127 P02545 LMNA ENSG00000160789.19 Homo_sapiens Nucleolus,Stress-granule,Others Client 1.24298491563541E+39 
LLPS-Hos-2128 P36873 PPP1CC ENSG00000186298.11 Homo_sapiens Nucleolus,Centrosome/Spindlepolebody,Postsynapticdensity Client 2.00264761981239E+70 
LLPS-Hos-2129 P60520 GABARAPL2 ENSG00000034713.7 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2130 Q96CX2 KCTD12 ENSG00000178695.5 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2131 P29728 OAS2 ENSG00000111335.12 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2132 Q9HC77 CENPJ ENSG00000151849.14 Homo_sapiens Centrosome/Spindlepolebody Client 1.10036751504786E+55 
LLPS-Hos-2134 Q9Y592 CEP83 ENSG00000173588.14 Homo_sapiens Centrosome/Spindlepolebody Client 2353020920540730 
LLPS-Hos-2135 Q5M9Q1 NKAPL ENSG00000189134.3 Homo_sapiens Others Client 24127217 
LLPS-Hos-2136 Q96S59 RANBP9 ENSG00000010017.12 Homo_sapiens Centrosome/Spindlepolebody Client 9817760 
LLPS-Hos-2137 Q9NP73 ALG13 ENSG00000101901.11 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2138 Q92995 USP13 ENSG00000058056.8 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2139 P02647 APOA1 ENSG00000118137.9 Homo_sapiens P-body Client 28965817 
LLPS-Hos-2140 P09497 CLTB ENSG00000175416.12 Homo_sapiens Spindleapparatus,Postsynapticdensity Client 2.02379352289126E+31 
LLPS-Hos-2142 O15111 CHUK ENSG00000213341.10 Homo_sapiens Centrosome/Spindlepolebody Client 17891179 
LLPS-Hos-2143 P59910 DNAJB13 ENSG00000187726.8 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2144 P22466 GAL ENSG00000069482.6 Homo_sapiens Others Client 24127217 
LLPS-Hos-2145 P01100 FOS ENSG00000170345.9 Homo_sapiens Paraspeckle Client 24127217 
LLPS-Hos-2146 O75420 GIGYF1 ENSG00000146830.10 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2147 Q02952 AKAP12 ENSG00000131016.16 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2148 P49756 RBM25 ENSG00000119707.13 Homo_sapiens P-body,Stress-granule Client 2896581729373830 
LLPS-Hos-2151 Q8TDX7 NEK7 ENSG00000151414.14 Homo_sapiens Centrosome/Spindlepolebody Client 1758647317101130 
LLPS-Hos-2152 Q9Y4C8 RBM19 ENSG00000122965.10 Homo_sapiens Nucleolus,P-body Client 1.56354131981239E+47 
LLPS-Hos-2154 Q96FK6 WDR89 ENSG00000140006.11 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2155 Q92569 PIK3R3 ENSG00000117461.14 Homo_sapiens Centrosome/Spindlepolebody Client 8413207 
LLPS-Hos-2156 Q92552 MRPS27 ENSG00000113048.16 Homo_sapiens MitochondrialRNAgranule Client 25683715 
LLPS-Hos-2158 Q9UKA9 PTBP2 ENSG00000117569.18 Homo_sapiens Others Client 24127217 
LLPS-Hos-2159 O15160 POLR1C ENSG00000171453.18 Homo_sapiens Nucleolus Client 1.56354131242984E+31 
LLPS-Hos-2161 P24534 EEF1B2 ENSG00000114942.13 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2164 P62266 RPS23 ENSG00000186468.12 Homo_sapiens Nucleolus Client 1981239515635410 
LLPS-Hos-2165 Q9H6R0 DHX33 ENSG00000005100.12 Homo_sapiens Nucleolus,Stress-granule Client 1563541329373830 
LLPS-Hos-2166 Q9BVI4 NOC4L ENSG00000184967.6 Homo_sapiens Nucleolus Client 2.00264761563541E+31 
LLPS-Hos-2168 P23634 ATP2B4 ENSG00000058668.14 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2169 O95271 TNKS ENSG00000173273.15 Homo_sapiens Centrosome/Spindlepolebody,Stress-granule Client 1.05235011145487E+23 
LLPS-Hos-2170 Q8WW22 DNAJA4 ENSG00000140403.12 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2171 Q9HC16 APOBEC3G ENSG00000239713.8 Homo_sapiens P-body,Stress-granule Client 1.71669102937383E+23 
LLPS-Hos-2172 Q96DH6 MSI2 ENSG00000153944.10 Homo_sapiens Stress-granule Client 2937383126777400 
LLPS-Hos-2173 Q99700 ATXN2 ENSG00000204842.15 Homo_sapiens P-body,Stress-granule Client 2.89658172939506E+79 
LLPS-Hos-2174 Q6PK04 CCDC137 ENSG00000185298.12 Homo_sapiens Nucleolus Client 1981239520026470 
LLPS-Hos-2175 Q9BYG3 NIFK ENSG00000155438.11 Homo_sapiens Nucleolus,P-body Client 2.41272172002647E+39 
LLPS-Hos-2176 P20073 ANXA7 ENSG00000138279.15 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2177 Q8N137 CNTROB ENSG00000170037.13 Homo_sapiens Centrosome/Spindlepolebody Client 1627575020511640 
LLPS-Hos-2178 Q15436 SEC23A ENSG00000100934.14 Homo_sapiens Nucleolus,Stress-granule,Postsynapticdensity Client 2.69803002937383E+23 
LLPS-Hos-2180 Q9UKY7 CDV3 ENSG00000091527.15 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2182 Q8NHQ9 DDX55 ENSG00000111364.15 Homo_sapiens Nucleolus Client 1563541320026470 
LLPS-Hos-2185 Q9UIV1 CNOT7 ENSG00000198791.11 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2187 P20248 CCNA2 ENSG00000145386.9 Homo_sapiens Centrosome/Spindlepolebody Client 153183017208191 
LLPS-Hos-2188 P38919 EIF4A3 ENSG00000141543.10 Homo_sapiens Nucleolus,P-body,Stress-granule Client 1.56354131981239E+31 
LLPS-Hos-2189 P32121 ARRB2 ENSG00000141480.17 Homo_sapiens Centrosome/Spindlepolebody Client 19008961 
LLPS-Hos-2191 Q15397 PUM3 ENSG00000080608.9 Homo_sapiens Nucleolus Client 1.56354132002647E+23 
LLPS-Hos-2192 Q9H0A0 NAT10 ENSG00000135372.8 Homo_sapiens Nucleolus Client 2.00264762412721E+39 
LLPS-Hos-2193 Q9BRD0 BUD13 ENSG00000137656.11 Homo_sapiens Others Client 24127217 
LLPS-Hos-2194 Q96BK5 PINX1 ENSG00000254093.8 Homo_sapiens Nucleolus Client 1563541319812390 
LLPS-Hos-2198 P50552 VASP ENSG00000125753.13 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2199 P13995 MTHFD2 ENSG00000065911.11 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2200 Q9H6Z4 RANBP3 ENSG00000031823.14 Homo_sapiens Stress-granule,Others Client 2937383124127210 
LLPS-Hos-2202 P36405 ARL3 ENSG00000138175.8 Homo_sapiens Centrosome/Spindlepolebody Client 16525022 
LLPS-Hos-2203 P61964 WDR5 ENSG00000196363.9 Homo_sapiens Others Client 30531872 
LLPS-Hos-2206 Q9H9Q2 COPS7B ENSG00000144524.17 Homo_sapiens Centrosome/Spindlepolebody Client 17350042 
LLPS-Hos-2207 Q6NUQ1 RINT1 ENSG00000135249.7 Homo_sapiens Centrosome/Spindlepolebody Client 17470549 
LLPS-Hos-2211 Q14847 LASP1 ENSG00000002834.17 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2212 Q96P11 NSUN5 ENSG00000130305.16 Homo_sapiens Nucleolus Client 2.00264761563541E+23 
LLPS-Hos-2213 Q9Y3M2 CBY1 ENSG00000100211.10 Homo_sapiens PML-nuclear-body,Centrosome/Spindlepolebody Client 2412721722911740 
LLPS-Hos-2214 Q9BY42 RTF2 ENSG00000022277.12 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2216 Q00266 MAT1A ENSG00000151224.12 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2217 P05141 SLC25A5 ENSG00000005022.5 Homo_sapiens Nucleolus,P-body,Postsynapticdensity Client 2.69803001981239E+31 
LLPS-Hos-2220 Q8IYT2 CMTR2 ENSG00000180917.17 Homo_sapiens PML-nuclear-body Client 24127217 
LLPS-Hos-2221 P51812 RPS6KA3 ENSG00000177189.13 Homo_sapiens Stress-granule Client 2937383126777400 
LLPS-Hos-2225 O60216 RAD21 ENSG00000164754.14 Homo_sapiens Nucleolus,Stress-granule Client 2698030026777400 
LLPS-Hos-2226 Q96IF1 AJUBA ENSG00000129474.15 Homo_sapiens Centrosome/Spindlepolebody Client 1871037013678580 
LLPS-Hos-2228 P60709 ACTB ENSG00000075624.14 Homo_sapiens Nucleolus,Postsynapticdensity Client 1.56354131242984E+31 
LLPS-Hos-2229 Q8IYA8 CCDC36 ENSG00000173421.16 Homo_sapiens Others Client 24127217 
LLPS-Hos-2231 Q5HYI7 MTX3 ENSG00000177034.15 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2232 O15392 BIRC5 ENSG00000089685.14 Homo_sapiens Centrosome/Spindlepolebody Client 1.05876401457058E+55 
LLPS-Hos-2233 Q96LB4 ATP6V1G3 ENSG00000151418.11 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2234 Q71UI9 H2AFV ENSG00000105968.18 Homo_sapiens Nucleolus,Stress-granule Client 2698030026777400 
LLPS-Hos-2236 Q05823 RNASEL ENSG00000135828.11 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2237 P61968 LMO4 ENSG00000143013.12 Homo_sapiens Centrosome/Spindlepolebody Client 20814902 
LLPS-Hos-2238 Q16584 MAP3K11 ENSG00000173327.7 Homo_sapiens Centrosome/Spindlepolebody Client 12529434 
LLPS-Hos-2239 Q7L9L4 MOB1B ENSG00000173542.8 Homo_sapiens Centrosome/Spindlepolebody Client 22454515 
LLPS-Hos-2243 Q10567 AP1B1 ENSG00000100280.16 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2244 Q15172 PPP2R5A ENSG00000066027.11 Homo_sapiens Centrosome/Spindlepolebody Client 1.65410241654102E+31 
LLPS-Hos-2248 Q8TB73 NDNF ENSG00000173376.13 Homo_sapiens Nucleolus Client 24127217 
LLPS-Hos-2249 P36507 MAP2K2 ENSG00000126934.13 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 9.74488211495723E+46 
LLPS-Hos-2250 Q96RY5 CRAMP1 ENSG00000007545.15 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2251 Q08211 DHX9 ENSG00000135829.16 Homo_sapiens Nucleolus,Paraspeckle,Centrosome/Spindlepolebody,P-body,Stress-granule Client 1.24298492002647E+63 
LLPS-Hos-2252 Q9NR12 PDLIM7 ENSG00000196923.13 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2253 Q9UHB6 LIMA1 ENSG00000050405.13 Homo_sapiens Postsynapticdensity Client 23071613 
LLPS-Hos-2256 O60293 ZFC3H1 ENSG00000133858.15 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2258 Q09028 RBBP4 ENSG00000162521.18 Homo_sapiens Nucleolus,Stress-granule Client 1563541326777400 
LLPS-Hos-2259 Q15027 ACAP1 ENSG00000072818.11 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2261 Q8IWS0 PHF6 ENSG00000156531.16 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2262 Q13185 CBX3 ENSG00000122565.18 Homo_sapiens Nucleolus,Stress-granule Client 1.56354131242984E+23 
LLPS-Hos-2263 P62937 PPIA ENSG00000196262.13 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2265 Q9NRA0 SPHK2 ENSG00000063176.15 Homo_sapiens Centrosome/Spindlepolebody Client 19211033 
LLPS-Hos-2266 P39019 RPS19 ENSG00000105372.7 Homo_sapiens Nucleolus,Stress-granule,Postsynapticdensity Client 1.56354132937383E+23 
LLPS-Hos-2267 P98194 ATP2C1 ENSG00000017260.19 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2268 Q8IUE6 HIST2H2AB ENSG00000184270.4 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2269 P62258 YWHAE ENSG00000108953.16 Homo_sapiens Nucleolus,Centrosome/Spindlepolebody,Postsynapticdensity Client 1.56354139075573E+22 
LLPS-Hos-2270 O00257 CBX4 ENSG00000141582.14 Homo_sapiens PcGbody Client 2.49126821902925E+23 
LLPS-Hos-2271 O43159 RRP8 ENSG00000132275.10 Homo_sapiens Nucleolus Client 2.41272171563541E+31 
LLPS-Hos-2272 Q9UDW3 ZMAT5 ENSG00000100319.12 Homo_sapiens Others Client 24127217 
LLPS-Hos-2274 Q8NDF8 TENT4B ENSG00000121274.12 Homo_sapiens Nucleolus Client 1563541320026470 
LLPS-Hos-2275 P05556 ITGB1 ENSG00000150093.18 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2277 Q9Y277 VDAC3 ENSG00000078668.13 Homo_sapiens Nucleolus,Centrosome/Spindlepolebody,Postsynapticdensity Client 2.69803002338845E+23 
LLPS-Hos-2278 Q16543 CDC37 ENSG00000105401.8 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2279 Q9BR77 CCDC77 ENSG00000120647.9 Homo_sapiens Centrosome/Spindlepolebody Client 21399614 
LLPS-Hos-2280 Q9UQB9 AURKC ENSG00000105146.12 Homo_sapiens Centrosome/Spindlepolebody Client 1006679715670790 
LLPS-Hos-2281 Q09161 NCBP1 ENSG00000136937.12 Homo_sapiens Nucleolus,P-body,Others Client 2.69803002896581E+23 
LLPS-Hos-2282 P13866 SLC5A1 ENSG00000100170.9 Homo_sapiens Nucleolus Client 19812395 
LLPS-Hos-2283 Q12923 PTPN13 ENSG00000163629.12 Homo_sapiens Centrosome/Spindlepolebody Client 12529439 
LLPS-Hos-2284 O14576 DYNC1I1 ENSG00000158560.14 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 1.05454941550986E+55 
LLPS-Hos-2285 P51955 NEK2 ENSG00000117650.12 Homo_sapiens Centrosome/Spindlepolebody Client 9.4306391178596E+70 
LLPS-Hos-2286 Q9H4I0 RAD21L1 ENSG00000244588.5 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2288 Q9P1F3 ABRACL ENSG00000146386.7 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2289 P50991 CCT4 ENSG00000115484.14 Homo_sapiens Nucleolus,Postsynapticdensity Client 2.69803001563541E+31 
LLPS-Hos-2292 Q86V81 ALYREF ENSG00000183684.7 Homo_sapiens Nuclear-speckle,Nucleolus,Stress-granule Client 1.51179662677305E+47 
LLPS-Hos-2293 Q96K17 BTF3L4 ENSG00000134717.17 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2294 P78345 RPP38 ENSG00000152464.14 Homo_sapiens Nucleolus Client 1981239515635410 
LLPS-Hos-2295 P00973 OAS1 ENSG00000089127.12 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2296 P18206 VCL ENSG00000035403.17 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 764179023071613 
LLPS-Hos-2297 O43175 PHGDH ENSG00000092621.12 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2298 Q9HCC0 MCCC2 ENSG00000131844.15 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2299 Q92574 TSC1 ENSG00000165699.14 Homo_sapiens Centrosome/Spindlepolebody,Stress-granule Client 1633921626777400 
LLPS-Hos-2300 Q9NQ50 MRPL40 ENSG00000185608.8 Homo_sapiens Others Client 24127217 
LLPS-Hos-2301 O00629 KPNA4 ENSG00000186432.8 Homo_sapiens Nucleolus,Stress-granule Client 1563541329373830 
LLPS-Hos-2302 Q8WYQ9 ZCCHC14 ENSG00000140948.11 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2303 Q96HC4 PDLIM5 ENSG00000163110.14 Homo_sapiens Stress-granule Client 2937383126777400 
LLPS-Hos-2304 Q4G0J3 LARP7 ENSG00000174720.15 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2305 Q8IUH3 RBM45 ENSG00000155636.14 Homo_sapiens DNAdamagefoci,PML-nuclear-body,Stress-granule Client 2.91404592412721E+23 
LLPS-Hos-2306 Q96SF2 CCT8L2 ENSG00000198445.4 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2307 Q9NVU7 SDAD1 ENSG00000198301.11 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2308 O14925 TIMM23 ENSG00000265354.3 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2310 Q92522 H1FX ENSG00000184897.5 Homo_sapiens Nucleolus,Stress-granule Client 1.56354131981239E+23 
LLPS-Hos-2311 Q9H4B4 PLK3 ENSG00000173846.12 Homo_sapiens Centrosome/Spindlepolebody Client 1115637311971970 
LLPS-Hos-2312 Q8NI51 CTCFL ENSG00000124092.12 Homo_sapiens Centrosome/Spindlepolebody Client 22724006 
LLPS-Hos-2313 O94916 NFAT5 ENSG00000102908.20 Homo_sapiens Nuclear-stress-body Client 27838525 
LLPS-Hos-2314 Q13308 PTK7 ENSG00000112655.15 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2315 P53350 PLK1 ENSG00000166851.14 Homo_sapiens Centrosome/Spindlepolebody Client 1.24937541457058E+70 
LLPS-Hos-2316 O14757 CHEK1 ENSG00000149554.12 Homo_sapiens Centrosome/Spindlepolebody Client 1531128515483400 
LLPS-Hos-2317 Q13263 TRIM28 ENSG00000130726.11 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2318 Q9UJT1 TUBD1 ENSG00000108423.14 Homo_sapiens Centrosome/Spindlepolebody Client 10620804 
LLPS-Hos-2319 Q9Y6U3 SCIN ENSG00000006747.14 Homo_sapiens Nucleolus,Postsynapticdensity Client 2.0026476269803E+23 
LLPS-Hos-2320 Q9NVR7 TBCCD1 ENSG00000113838.12 Homo_sapiens Centrosome/Spindlepolebody Client 20168327 
LLPS-Hos-2321 Q9ULV4 CORO1C ENSG00000110880.10 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2322 Q8TEP8 CEP192 ENSG00000101639.18 Homo_sapiens Centrosome/Spindlepolebody,P-body,Stress-granule Client 17980596,21097701l,29395067 
LLPS-Hos-2324 Q6P087 RPUSD3 ENSG00000156990.14 Homo_sapiens MitochondrialRNAgranule Client 28082677 
LLPS-Hos-2325 Q8IXT5 RBM12B ENSG00000183808.11 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2326 Q9NX05 FAM120C ENSG00000184083.11 Homo_sapiens P-body,Stress-granule Client 2939506729373830 
LLPS-Hos-2327 Q9Y2T1 AXIN2 ENSG00000168646.12 Homo_sapiens Centrosome/Spindlepolebody Client 2033934720300110 
LLPS-Hos-2329 Q99569 PKP4 ENSG00000144283.21 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 1711503023071610 
LLPS-Hos-2330 Q9UNX3 RPL26L1 ENSG00000037241.7 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2331 Q9BUJ2 HNRNPUL1 ENSG00000105323.16 Homo_sapiens Stress-granule Client 2677740529373830 
LLPS-Hos-2332 Q06830 PRDX1 ENSG00000117450.13 Homo_sapiens Nucleolus,Stress-granule,Postsynapticdensity Client 1.98123951563541E+39 
LLPS-Hos-2333 P47929 LGALS7B ENSG00000178934.4 Homo_sapiens P-body Client 28965817 
LLPS-Hos-2335 Q96QZ7 MAGI1 ENSG00000151276.23 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2337 Q15742 NAB2 ENSG00000166886.12 Homo_sapiens Others Client 24127217 
LLPS-Hos-2338 Q5PRF9 SAMD4B ENSG00000179134.15 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2339 O95786 DDX58 ENSG00000107201.9 Homo_sapiens Stress-granule Client 2.67774052994991E+31 
LLPS-Hos-2340 P27815 PDE4A ENSG00000065989.15 Homo_sapiens Others Client 20600853 
LLPS-Hos-2342 Q96HS1 PGAM5 ENSG00000247077.6 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2343 O94967 WDR47 ENSG00000085433.15 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2344 Q16559 TAL2 ENSG00000186051.6 Homo_sapiens Nucleolus Client 24127217 
LLPS-Hos-2345 Q16629 SRSF7 ENSG00000115875.18 Homo_sapiens Nuclear-speckle,Nuclear-stress-body,Nucleolus,Stress-granule Client 1.51662472783852E+31 
LLPS-Hos-2346 Q9BXL8 CDCA4 ENSG00000170779.10 Homo_sapiens Centrosome/Spindlepolebody Client 18498124 
LLPS-Hos-2348 Q9BPY8 HOPX ENSG00000171476.21 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2349 P27816 MAP4 ENSG00000047849.21 Homo_sapiens Centrosome/Spindlepolebody,Stress-granule,Postsynapticdensity Client 1.86090427455482E+45 
LLPS-Hos-2351 P31947 SFN ENSG00000175793.11 Homo_sapiens Stress-granule,Postsynapticdensity Client 2677740523071610 
LLPS-Hos-2352 Q13835 PKP1 ENSG00000081277.12 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2353 Q9UNZ2 NSFL1C ENSG00000088833.17 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2354 Q13503 MED21 ENSG00000152944.8 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2355 Q9UH99 SUN2 ENSG00000100242.15 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2356 Q92901 RPL3L ENSG00000140986.7 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2357 Q8WXU2 DNAAF4 ENSG00000256061.7 Homo_sapiens Centrosome/Spindlepolebody Client 23300604 
LLPS-Hos-2358 P49840 GSK3A ENSG00000105723.11 Homo_sapiens Centrosome/Spindlepolebody Client 12538764 
LLPS-Hos-2359 Q9NTZ6 RBM12 ENSG00000244462.7 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2360 Q9UHD8 43717 ENSG00000184640.17 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 1.23887552105984E+23 
LLPS-Hos-2361 A9QM74 KPNA7 ENSG00000185467.7 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2362 P43358 MAGEA4 ENSG00000147381.11 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2366 Q96JE9 MAP6 ENSG00000171533.11 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 2.24966716837464E+22 
LLPS-Hos-2367 Q07869 PPARA ENSG00000186951.16 Homo_sapiens Centrosome/Spindlepolebody Client 15615782 
LLPS-Hos-2368 Q96T21 SECISBP2 ENSG00000187742.14 Homo_sapiens P-body,Stress-granule Client 2939506729373830 
LLPS-Hos-2369 Q8NEF9 SRFBP1 ENSG00000151304.5 Homo_sapiens Nucleolus Client 1981239515635410 
LLPS-Hos-2370 O75390 CS ENSG00000062485.18 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2371 P53985 SLC16A1 ENSG00000155380.11 Homo_sapiens Centrosome/Spindlepolebody Client 22336915 
LLPS-Hos-2375 Q02978 SLC25A11 ENSG00000108528.13 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2376 Q96Q15 SMG1 ENSG00000157106.16 Homo_sapiens Stress-granule Client 2937383126777400 
LLPS-Hos-2377 Q6P158 DHX57 ENSG00000163214.20 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2378 Q8TD31 CCHCR1 ENSG00000204536.13 Homo_sapiens Centrosome/Spindlepolebody,P-body Client 2318917129866040 
LLPS-Hos-2379 Q9NR30 DDX21 ENSG00000165732.12 Homo_sapiens Nucleolus,P-body,Stress-granule Client 2.69803001242984E+63 
LLPS-Hos-2380 P15056 BRAF ENSG00000157764.13 Homo_sapiens Centrosome/Spindlepolebody Client 18787396 
LLPS-Hos-2382 Q9UBP0 SPAST ENSG00000021574.12 Homo_sapiens Centrosome/Spindlepolebody Client 1.52691821573896E+23 
LLPS-Hos-2383 P17480 UBTF ENSG00000108312.14 Homo_sapiens Cajal-body,Nucleolus Client 1.52640062002647E+31 
LLPS-Hos-2384 Q03518 TAP1 ENSG00000168394.11 Homo_sapiens Nuclear-speckle Client 28846091 
LLPS-Hos-2385 Q9BRJ6 C7orf50 ENSG00000146540.14 Homo_sapiens Nucleolus Client 1.98123952412721E+23 
LLPS-Hos-2387 O75449 KATNA1 ENSG00000186625.13 Homo_sapiens Centrosome/Spindlepolebody Client 8.907702152153E+30 
LLPS-Hos-2388 Q96IT1 ZNF496 ENSG00000162714.12 Homo_sapiens Others Client 24127217 
LLPS-Hos-2390 P50213 IDH3A ENSG00000166411.13 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2391 Q9BUL9 RPP25 ENSG00000178718.6 Homo_sapiens Nucleolus Client 1563541326980300 
LLPS-Hos-2394 Q13439 GOLGA4 ENSG00000144674.16 Homo_sapiens Centrosome/Spindlepolebody Client 18394601 
LLPS-Hos-2396 Q15907 RAB11B ENSG00000185236.11 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2397 Q9H694 BICC1 ENSG00000122870.11 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2398 Q9BYK8 HELZ2 ENSG00000130589.16 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2400 Q96K30 RITA1 ENSG00000139405.15 Homo_sapiens Centrosome/Spindlepolebody Client 21102556 
LLPS-Hos-2401 O94805 ACTL6B ENSG00000077080.9 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2402 Q15652 JMJD1C ENSG00000171988.18 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2403 P26232 CTNNA2 ENSG00000066032.18 Homo_sapiens Stress-granule,Postsynapticdensity Client 2677740523071610 
LLPS-Hos-2404 Q15797 SMAD1 ENSG00000170365.9 Homo_sapiens Centrosome/Spindlepolebody Client 1804553919896400 
LLPS-Hos-2405 Q3V6T2 CCDC88A ENSG00000115355.16 Homo_sapiens Centrosome/Spindlepolebody Client 22755556 
LLPS-Hos-2406 Q5TC82 RC3H1 ENSG00000135870.11 Homo_sapiens P-body,Stress-granule Client 2.9395067267774E+23 
LLPS-Hos-2408 O15195 VILL ENSG00000136059.14 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2410 Q9NVA2 43719 ENSG00000138758.11 Homo_sapiens Nucleolus,Postsynapticdensity Client 1563541323071610 
